praspipit,"Tetep saja g bisa login meski sdh kirim email sesuai arahan, tampilan msh tetep saja email tidak valid..ini apa data saya dicuri apa gmn, kalau dicuri kok enak banget saya yg rasain efek vaksin 1-3, orang lain yg nikmatin sertifikat-nya."
ad3liiaa,"min tolong cek dm saya, dr email, wa, twitter, semuanya gada solusii, sertifikat vaksin sy ga muncul sedangkan sy suda butuh bgt"
mainan_tuhan,@satusehat_id cek DM min
akimkepret,"Katanya Corona udah ga ada tapi banyak yang mengharuskan menggunakan aplikasi ini untuk masuk ke tempat umum, katanya di update tapi setengah², bukannya mudah malah makin susah, aku cinta Indonesia tapi bukan pemerintahanya..."
taliaadianti,"Selamat sore, saya mau minta bantuan min sertifikat vaksin booster kedua saya belum ada di satu sehat padahal saya sudah melakukan vaksin booster kedua tahun 2022. Minta tolong untuk diterbitkan. Mohon bantuannya 🙏🏻"
idadwiyulianti29,SERTIFIKAT BOOSTER 2 SAYA MANAAA??? ITU SYARAT MELAMAR PEKERJAAN JUGA .. CUKZ..SUDAH 1 BULAN LEBIH NIHH .
mainan_tuhan,"Pak @jokowi tolong ditinjau ini aplikasi gak guna… dikejar kejar vaksin tp sertifikat vaksing gak muncul2,,, mau ngontact kemana mana dari IG, email, WA gak ada respon. Buang2 anggaran pak,,, gak jelas"
dirgabayu25,Makin anehh
dirgabayu25,"Ini gimana ya masa saya mau login akun gmail ga tersangkut padahal jelas jelas saya pake akun itu untuk vaksin ,tolong dong saya mau make akun ini buat lamar kerja"
pu_tryyyy,Setiap chat wa enggak pernah di respon
nazarudinnainggolan,"Makan gaji buta semua kalian, mau vaksin ke 3 malah diminta uang 250rb"
muly.adi3948,Pelayanan gak ramah aduan saya hanya di read saja tida ada tindakan
ripan.05,Mimin. Cek DM dan mohon dibalas ya min @satusehat_id
zulhaq27_,Sertifikat vaksin saya dari pertama sampai booster pertama data bagian namanya salah. Sudah mengontak 3 minggu yang lalu belum ada keberlanjutan. Gimana ini min?? @satusehat_id
isnawikan_,🔥
fajarsaputra5128,Mimin yg baik hati. Mohon di cek DM dari aku ya🙏 @satusehat_id
fajarsaputra5128,min dari jam 2 siang aku DM. Tapi dibaca juga enggak. Apalagi dibalas @satusehat_id
akke_alwi,Gmna lah ini mau masuk email tdk terdaftar katanya di aplikasi. jelas2 riwayat2 kode otp di email aku ada semua tpi gk terdaftar di aplikasi ini. Uda komplen via wa ama email yg balas bot gk nyambung
maulidiyaturrahmah,"Nama saya di esertifikat vaksinasi covid diaplikasi satu sehat versi WHO salah, berikut ini saya lampirkan data saya, tolong dibantu perbaiki ya"
wldnwnata,Tiket vaksin saya ko belum ada
arqom.ma12,Min tolong atensinya ya data saya beda nik itu NIK orang lain di acount saya malah hasil vaksin orang lain
bundaxchila,Padahal sudah hubungi email dan telpon maupun WA ga bisa nyambung
skydumplv,Min bales dm
dammm_abi,Masa sertifikat sya blom muncul pdhl urgent bgt bsk Minggu mau di pake
adeputrahf,"Semenjak ganti server susah kali menghubungi operator, jika ada kesalahan terpaksa menunggu, g seperti dulu gercep"
plindungi,"Aplikasi peduli lindungi diganti satu sehat bukan nya memudahkan malah menyulitkan , lebih gampang peduli lindungi nggak ribet kayag satu sehat"
dimas_idiyanto,"Saya udah dibalas ma adminya tapi Kok persyaratan nya harus selfie megang KTP,?"
najkzl34_,@satusehat_id min Dm
pppp.78gvh,Ada yang tau gimana caranya biar dapet sertifikat? Penting bet ini wkwk
samsuldwii_,"Permisi min, cek DM dong"
na.ilham04,min cek dm
lika78513,"Kak, mohon cek dm dan balas DM saya kak. Terimakasih kak"
ashivarndu_,min bales dm aku
fajrissani,Min kenapa sertifikat vaksin tidak muncul. Udah wa dan kirim email di Cs tapi tidak pernah di hiraukan.
nafiatush_,"Permisi kak Admin, mohon cek DM, sertifikat vaksin booster saya kok bekum ada bagaimana ya?🙏"
ayya.sptri,Cek dm
ayya.sptri,Cek dm
fatwaez_,"Aplikasi tolol,udh vaksin ke2  sebulan lalu tapi diaplikasi masih tertulis satu. Cek di rumah sakit tempat vaksin NIK saya sudah tertulis vaksin dua. Tapi di aplikasi masih belum muncul. Suruh update juga udh gua update. Keluhan di komen playstore sama semua. WOI BENERIN NAPAAA!! KERJA BUTUH SERTIFIKAT VAKSIN!!!"
vincent_finnegan,Tolong cek dm @satusehat_id
__amelrhm,Cek DM ka 😢
__amelrhm,Cek DM ka penting jgn low respon begini dong
mae_dih,@kemenkes_ri BISA RESPON DM SAYA. TOLONG DIJAWAB.
unina08,"Keren banget, semoga bisa segera digunakan oleh masyarakat 👍"
rd_aansaputra,ini belum ada di PS wis di up 🤔🤔
nabilawati.nb,Belum tersedia di Playstore
lestariapriliana,❤️❤️❤️❤️❤️
agungsyh,Belum ada kok
fathyahesti,klo bisa ada haid tracker bagus si min😂
januarsilang,Belum berubah niy min aplikasi nya?
roswita.karni,❤️
kerendi_,MIN SAYA UDAH VAKSIN TAPI BELUM KELUAR SERTIFIKAT VAKSINNYA
dudip141,Satu sehat belum ada di play store
aglxzhou,"lah trs ntr sertifikat kita di peduli lindungi yg ud vaksin, ilang gt ?? apa gnn"
seno_palawija,One Health
yanuarciwi,Belum ada admin saya cek playstore belum ada update...
fatonahtika21,@antonfebriyanto18
uphiqhida717,Iya belum ada diplay store
aldo_subroto_pamudji,Ini aplikasi pedulilindungi ini berubah jadi aplikasi sehat ini secara otomatis atau kita mesti install lagi ?
derihidayat_drihay,"Iua, belom ada"
rikhorenal,Bisnis terooss
marciahlucu,Mau tanya untuk klaim sertifikat faksin bagaimana?saya sdh coba di aplikasi tambah anggota tp sertifikat tidak muncul
cengos_id,"PAK BUDI SELAKU MENTERI KESEHATAN @budigsadikin TOLONG DI TINJAU KEMBALI, PPNPN DI DIRJEN NAKES SK NYA HANYA SAMPAI MEI TIDAK SAMPAI NOVEMBER TOLONG PAK UNTUK D TINJAU KEMBALI"
adindanurafila,Gak ada di appstore.. peduli lindungi juga gada update nya
krismanlaowo12,"Ini kenapa saya ga bisa daftar peduli lindungi, udah gila kali aplikasi nya udah chat di WA Kemenkes respon nya juga kayak robot... Ini pemerintah nyusahin maksudnya apa ini"
zeni2056,Sudah di abdete belum berubah
santoso.imam28,Situ sehat ya? Fungsinya apa ini aplikasi? Mau kmn mana jd susah
bro.jud,Registrasi gbisa
imamnurjaman12,Gak ada buat berobat gratis untuk rakyat yg gak mampu?
kinam_ecotourism,Terlalu banyak aplikasi yang di gunakan ...
maoudinkun,"Nggak nemu aplikasinya di plays store min, 28/02/2023 18:49"
shifa.rizki,"Sepenting itu ganti nama, apakah akan merubah pelayanan kesehatan ? Pdhl sudh ada mobile jkn 😂"
hernydesmania,@kkpkupang
tris_sae,Belum ada di android......😢
dienka_zutto,"Mau tanya doonx @pedulilindungi.id : emang ny BOOSTER KE 2 itu PENTING n WAJIB yaaaa ?  Soale skrg kan dh GAK ADA coronce lg kya ny, dh NORMAL lg (soale di mana2 dh gak ada yg pke masker gtu / jarang bngt) kcuali di Busway + kereta + pesawat doanx an"
stephen87898989,Mana vaksin covid dibawah 5 tahun itu mana? Kenapa vaksin booster kedua ga muncul notifnya di peduli lindungi trus skrg mau ganti satu sehat? 😂
babyel241221,"Tolong PeduliLindungi diganti ke SatuSehat Mobile. Aku bingung, belum siap2😢"
pras.tiway,Tolong pasien TB lbh diperhatikan Pak
arini_fe,"Saya sudah update aplikasi barusan. Wah serius nih bakalan ada resume medis juga? Keren banget. Saya aja gak punya resume medis saya selama ini, semoga bisa segera diaktifkan ya 🙏🏻 terus kalo mau cek waktu isolasi covid itu dmn ya skrg? Kok belum nemu.."
dani_nur_hadiyanto,👀
khaerendra_makhfudz,Keren..data RM ada bisa kita pantau...
aldimhrm_,"Kok sertifikat vaksin w Hilang, jadi belum Vaksin"
faridsugeha,Aplikasi payah saya sudah 3x vaksin tetapi pada saat upgrade ke aplikasi satu sehat malah keterangan belum vaksin padahal diaplikasi peduli lindungi jelas2 sudah vaksin tolong @kemenkes_ri kerja yg serius kalo blm siap buat apa diganti aplikasi nya
puteri_c_o,"Gimana nih admin @kemenkes_ri Sertifikat vaksin booster kedua saat di aplikasi pedulilindungi ada muncul. Lalu saat memperbarui aplikasi jadi satusehat, sertifikat vaksin booster kedua enggak ada...😢 Belum lagi saat coba meloginkan akun punya orang tua, yang awalnya sudah ada akunnya di pedulilindungi, saat ingin login di satusehat malah gagal masuk harus registrasi. Pas registrasi katanya user sudah ada. Bolak balik daftar sama masuk enggak bisa gagal terus..🥲"
meifen0210,Tiket dan sertifikat vaksin booster kedua jadi hilang 😅
arichndrw_,Update malah jadi ilang data sertifikat vaksin nya??
rumahceriakediri,Dbuka aja malah gk bs aplikasinya 😂😂 dagelan ini mah ... Pdhl lg butuh mau print sertifikat vaksin
chitafebrika,Pagi Kak.. saya sejak tadi tdk bisa log in satu sehat.. selalu gagal.. mohon infonya @pedulilindungi.id
rubberduckoperation,"Aplikasi gajelas. Diupdate malah ke log out. Dan gabisa login. Loadingnya lama banget. Mana faq gaada respon lagi saat diklik, malah error terus"
benino_f,beneran min???soalnya ekt terbang dari jerman k sueta di dsna ditanya sudah download aplikasi pedulilindungi?trus kalau berganti gni gmn
umi_fabulou5,Hanya utk ios😢
tjahjadiellen,Ga bisa masuk aplikasi...coba register dibilang No. Telpon sudah ada...
ardy.aryo,"Gak bisa login, jaringan saya pake data pake WiFi lancar tapi terjadi kesalahan koneksi, hello anjing pemerintah, bisa becus gak cuma bikin APK?"
nuy_ainy,Min @pedulilindungi.id untuk login sama sprt login PL kah? Atau harus daftar lagi?
eliya.lia12,"Gak Bisa di akses, sy masuk dg no HP gak bisa pake emaik juga gak bisa ini gmn yaaaa???"
pradibto.sonny,"Tidak bisa login min. (Something wrong, please try again later)"
l_n_hakim,"Kalo belum siap publish jangan maksain dah, gajelas bet, orang mah di update biar lebih baik bukan sebaliknya"
atika_syukri,Hadeuh.. ini knp ga bs login sih??
imeldasafira13,Ini aplikasi udah siap rilis belum sih sebenernya? Atau emang karena masih banyak BUGS?
sldjdii_,gbsaa loginn mna ad perluuu😩
a_ji_wicaksono,"Sementara khusus iphone krn banyak dipakai pejabat, rakyat android minggir dl"
emil_channn,Mana tunanganku penerbangan Jepang -indonesia hari ini.baru sekarang ya ampun 😢😢😢😢
nadyarsny,@pedulilindungi.id tolong sèrver nya ga bs masuk dan ketika daftar booster di app Jaki status vaksin saya ngulang dr awal. Gilaaaa !!!
iien_richo,ERROORRR
anasfdllh_,waduh ini gmna si baru apdate kok pas login salah padahal udh bener serius deh
vanya_novangel,Malah nga bisa login. .😢
anastasiachandra5133,Gara2 post ini peedulilindungku malah saya hapus dan donlod aplikasi satu sehat dan skrg bgtu saya pake aplikasi satu sehat nga bisa login... tolong donl gmna caranya
_einrernie_,"Gk bs login, disuruh daftar dulu.. bgtu cb daftar eeh username sdh terdaftar. Trs gmn?? @kemenkes_ri"
maladi_danis_achmad,aplikasi nya Masih belum bisa dibuka
nvldkrstnt,Gak bs login
untungs789,Di ganti aplikasi tapi login lemot situ kan lembaga pemerintah jangan udah lancar yg sebelum nya ini dikin lemot maikir gak sih para orang2 pembuat kebijakan satu ini
prasetyaagri,"Mana nih? Yg dh di update tapi ga bisa masuk? He. Tadi mau log in dengan no yg sama id peduli lindungi. Selalu jawabannya terjadi kesalahan, silahkan coba kembali beberapa saat lagi. Kesalahan piye No dh sesuai. Hha lucu deh min."
senjadisoreitu1405,Knp pas diperbarui mlh gak bsa login juga gk bisa daftar.. ingin ku maki2 rasanya. Klu bkn sesuatu permudah penggunanya bukan mempersulit
daffarifqi_n,RIBET BET
rahim0307,"Ini aplikasinya giman sih kok malah jdi ribet, saya download yg versi WHO malah gk muncul hasil download an nya, saya scan barcode yg muncul malah film 🤦🏻‍♂️"
tanti_inami,"Min @kemenkes_ri , aplikasi sudah terupdate, tp kenapa tidak bisa login menggunakan akun pedulilindungi? Bagaimana solusinya? Terima kasih."
nirmawati_ali,Ga bisa msuk min😮
dameron.dameron,error mulu ga bs login gimana neeh @pedulilindungi.id
dukan.arif,"Ealah ganti tapi buruk sekali ! Login ga bisa, giliran Login bisa eh Sertifikat Booster Kedua ga ada 👏"
watchuulv,"Ini gimana sih? Mo login disuruh daftar dlu, pas daftar tulisannya udh ada yg pake nomor nya wkwkw hadech😂 cb tlg dibenerin lg deh"
dwynurry,Kenapa jadi ga bisa login begini ya
gerungwz,Ga bisa login dong
bonandositio,jiah aplikasi nya😀 vendor aplikasinya siapa ya ?
septian2813,Gembel mau vaksin jadi batal nih arrgghhhh
yudhi__styra75,"Aplikasi gk berguna  jangan di download .., yg peduli lindungi aja yg di unggulkan dienyapkan"
diama.putri,Setelah di upgrade kok malah hilang??
ridhopramusim,kaga bisa login min
hanafidwiz,"Tidak bisa login dan gk bisa masuk kerja gara"" ini 👏👏👏👏"
min_86,"Aplikasinya di test run sampe lancar dulu donk baru di launching! Masih blm lancar, masyarakat uda di suruh ganti aplikasi, mana login ga bs daftar ga bs! Di bandara minta wajib di scan lagi, kan eek! Mikirin efektifitasnya bagi rakyat donk, jgn efektif di kantong2 pejabatnya aja! @pedulilindungi.id @jokowi"
mas_sobirin01,mending jangan update
mas_sobirin01,habis update tiket vaksin ke 3 jadi ilang..
ubietdaniel,"Udah update, ga bisa login.  SATUSEHAT Mobile yang benar donk !"
l4la34,Ga bs login .. gimana ini?
yosyoshua,"OTP baru masuk setelah 2 menit, kode OTP nya berlaku cuma 2 menit. Gimana cara loginnya? 😂"
halosayadea,"Boosterku ilang setelah update, yg tadinya ijo skrng balik kuning lagi😢"
atikahzataamani2301,"Kenapa tiba2 ticket vaksin booster kedua saya hilang???pdhl  sebelum di update,udah ada ticket vaksin booster keduanya..."
sisidwntiiii_,Gbsa login
saraswatidian15,Cara doawlood di aplikasi android gimana
nandaaberth,"gabisa login, pake nomor email gabisa semua. masa iya harus vaksin lagi? sertifikat jg gada yg booster kedua. masuk area kerja jg harus cek in dulu, ini gimana cpt ditindak lanjuti tlong dong...."
yannadia,Aplikasi belum siap bener udah keburu louncing... Emangnya apa yg diburu2 pak... Siapin dulu yang bener... Masyarakat lagi yg disusahin...
fransiska_chika_susanti,"Sudah update aplikasi, tapi pas login pake no hp ato email kok seolah2 saya belum terdaftar??? Saya sdh vaksin lengkap sampe booster ke 2 (total sdh 4x vaksin)"
tanmetju,Terus ini kalo mau vaksin booster 2 gmn? Login aja gabisa.
mariaapoppy,"Ini mau pergi, tp aplikasinya gak bisa2 login, ga ada otp yg masuk, butuh sertifikat vaksinnya, mhn segera diperbaiki🫥"
anisaban,Gak bisa login. Kalau pakai nomor hp - notifnya: ada kesalahan.  Kalau pakai email: kode verifikasinya tidak terkirim ke email.
billymsh,Di Update kok lambat ya malah Internet di salahin koneksi internet aneh
afitwibowo84,JADI KACAU. sudah vaksin D4 malah sekarang hanya tercantum D3. Tadinya 1 nomor HP & email bisa 2 akun sekarang hanya bisa 1 akun.
_ann7252,Woi ini gimana data gua kok nggak terdaftar min @pedulilindungi.id 😢😢😢
ccynishita,Ga bisa log in setelah update
mndaayuns_,Riwayat vaksin booster 1 saya ko hilang? Padahal sebelum di update masih ada
nonalignedmovement,code otp nya tidak masuk2 boss … kalau belum siap gak usah ganti2 dulu … bikin ribet aja
oktavianp_,"Loginnyaa gmana nih!!!! Kenapa jdi kaya pindah database sih, yg ada database di peduli lindungi udah ga diurus inimah bisa bisa d jual aja tuh data"
chandteezy,Ada yg force close ga aplkasinya?
n.aji_,"Gk bisa login, IT gimana sih? @pedulilindungi.id"
benny72gar,"Blm bisa diakses, ..terjadi kesalahan silahkan dicoba kembali.... beberapa x coba masih juga blm bisa...🙏"
chintyaittucya,gag bisa login 😂
marzuki.nasution,"Sebelum di rilis di coba dulu gk sih ni apk? Di suruh login ""nomor anda belum teregister"", pas di register nomor anda sudah terdaftar. Begitu seterusnya sampe upin ipin numbuh rambut. LAWAK"
turqoise82,dah d update n dah isi kolom nya jg tp tetep gak bs login
chabbydtz,Gk bisa login
mahadewichitra,Disuruh update yukyuk an belom bisa dipake ngapaiiin log in aja belom bisa. Mau booster ke 2 jadi ga bisa woy hari ini. Kan tiket vaksinnya disitu. Aneh banget! Kalo belum siap tuh gausah sounding untuk update. Kebiasaan banget pemerintah nih
irasarchive_,"jangan sampe sertifikat vaksin ilang ya, belom download. kalau sampe ilang gimana solusinya itu"
indrabgunawan,Gak bisa log in woi! Masuk kerja wajib scan PL. Gmna ini?
edowalensa14,Ini knp g bsa login y? Pdhl tiket psawat bsk🤬
mayya_j.m,"Malah gabisa login, mana ini lagi butuh buat daftar kerja hadehh"
rossafiyantyii,"😢parah banget si , ilang semuanya huhu gak apal password juga ditambah pas mau buka langsung log out , masukin no hp gabisa  hih"
sinko_70,Udah updated. Gak bisa login
rivaldi_5674,Kok gabisa login min tolonglah ini mau klaim sertifikat booster besok ada urusan gini amat dah
merisaimesi,Ud bisa login blm sihhhh?
nyobel,Kenapa jd susah login
alfianpam_,Sampe mau vaksin gajadi gara² gabisa liat tiket booster wkwkw lagian mau buka di aplikasi error buka diweb gabisa pula😂
zhanuhasbyporba_,yg ga bisa log-in bareng sini ngumpul mana mw jadwal ke RS ini gimana 🔥
wl18y,"Kalau memang utk pengguna android terakhir, seharusnya jangan dulu dipaksakan utk pembaruan aplikasi di android min.... Yg terjadi, tgl 1 maret harus pembarian, begitu mau login malah gagal... Gak cuman satu orang min.... Gw yakin ribuan yg begitu.."
doel_alfatih,Belum bisa daftar nya server network
ayudesinirmala,"Admin kenapa setelah update mau coba log in pakai no HP yg sblmnya sudah  terdaftar, kenapa tidak bisa ya ? Tampilan aplikasi loading tapi sempat dpt wa OTP. Bingung OTP masuk tapi tampilan di aplikasi setelah memasukkan no HP msh loading trus."
tri_nvy,"Hbis di update kok malah ga bisa login, pdahal mau booster 2"
apipseratus,Ga bisa login terus #SATUSEHAT nya ni 😢🤦
destakohler,tetap harus login ulang dan pengiriman kode OTP itu LAMA SEKALI a
burhanchen456,"Parah nih saat disuruh update ngk dibuat keterangan pengguna android belum bisa, nih udah di update gimana tuh?"
hsb_andri,"gak bisa login, gak ada OTP yg muncul di e-mail"
putrirnj,"Abis diupdate malah zonk gak bisa dibuka padahal lagi butuh buat cek vaksin boster 2 untuk kerjaa, meresahkan sekaliii😂😂"
balutomo,Mungkin masih migrasi data
eriverde,"Sertifikat booster ke 2 malah ilang, masa gak update sama app pedulilindungi?"
bimotoroida,SERTIFIKAT VAKSIN GUE ILANG 1 GIMANA NEHHH
